2017-12-15 19:59:13,097, DEBUG, Start reading formatted input
2017-12-15 19:59:14,218, DEBUG, End reading formatted input
------------------------------------------------------------------------
2017-12-15 19:59:14,220, DEBUG, Start RNN training master
2017-12-15 19:59:15,686, DEBUG, exp id, 0, Start RNN worker
2017-12-15 19:59:15,719, DEBUG, exp id, 1, Start RNN worker
2017-12-15 19:59:15,761, DEBUG, exp id, 2, Start RNN worker
2017-12-15 19:59:15,849, DEBUG, exp id, 3, Start RNN worker
2017-12-15 19:59:15,950, DEBUG, exp id, 4, Start RNN worker
2017-12-15 19:59:52,764, DEBUG, exp id, 1, Step, 1, Minibatch Loss, 3.02779, Training Accuracy, 0.10938
2017-12-15 20:10:28,926, DEBUG, exp id, 3, Step, 3400, Minibatch Loss, 1.16681, Training Accuracy, 0.59375
2017-12-15 20:10:29,219, DEBUG, exp id, 2, Step, 3400, Minibatch Loss, 1.12807, Training Accuracy, 0.62500
2017-12-15 20:10:52,529, DEBUG, exp id, 4, Step, 3600, Minibatch Loss, 1.33679, Training Accuracy, 0.43750
2017-12-15 20:10:54,138, DEBUG, exp id, 0, Step, 3600, Minibatch Loss, 1.27585, Training Accuracy, 0.65625
2017-12-15 20:11:03,518, DEBUG, exp id, 1, Step, 3600, Minibatch Loss, 1.38370, Training Accuracy, 0.51562
2017-12-15 20:11:06,333, DEBUG, exp id, 3, Step, 3600, Minibatch Loss, 0.89591, Training Accuracy, 0.68750
2017-12-15 20:11:06,449, DEBUG, exp id, 2, Step, 3600, Minibatch Loss, 1.07295, Training Accuracy, 0.59375
2017-12-15 20:11:29,748, DEBUG, exp id, 4, Step, 3800, Minibatch Loss, 0.97846, Training Accuracy, 0.65625
2017-12-15 20:11:30,229, DEBUG, exp id, 0, Step, 3800, Minibatch Loss, 1.01366, Training Accuracy, 0.65625
2017-12-15 20:11:41,217, DEBUG, exp id, 1, Step, 3800, Minibatch Loss, 1.15019, Training Accuracy, 0.59375
2017-12-15 20:11:43,450, DEBUG, exp id, 2, Step, 3800, Minibatch Loss, 1.00433, Training Accuracy, 0.56250
2017-12-15 20:11:43,518, DEBUG, exp id, 3, Step, 3800, Minibatch Loss, 1.08045, Training Accuracy, 0.62500
2017-12-15 20:12:06,228, DEBUG, exp id, 4, Step, 4000, Minibatch Loss, 0.96089, Training Accuracy, 0.68750
2017-12-15 20:12:06,636, DEBUG, exp id, 0, Step, 4000, Minibatch Loss, 1.25726, Training Accuracy, 0.53125
2017-12-15 20:12:19,247, DEBUG, exp id, 1, Step, 4000, Minibatch Loss, 1.29630, Training Accuracy, 0.43750
2017-12-15 20:12:19,739, DEBUG, exp id, 3, Step, 4000, Minibatch Loss, 1.06440, Training Accuracy, 0.62500
2017-12-15 20:12:19,826, DEBUG, exp id, 2, Step, 4000, Minibatch Loss, 1.25776, Training Accuracy, 0.43750
2017-12-15 20:12:42,125, DEBUG, exp id, 4, Step, 4200, Minibatch Loss, 1.12633, Training Accuracy, 0.56250
2017-12-15 20:12:43,052, DEBUG, exp id, 0, Step, 4200, Minibatch Loss, 0.79525, Training Accuracy, 0.71875
2017-12-15 20:12:55,430, DEBUG, exp id, 2, Step, 4200, Minibatch Loss, 1.10658, Training Accuracy, 0.59375
2017-12-15 20:12:55,452, DEBUG, exp id, 3, Step, 4200, Minibatch Loss, 0.95820, Training Accuracy, 0.64062
2017-12-15 20:12:56,817, DEBUG, exp id, 1, Step, 4200, Minibatch Loss, 1.24694, Training Accuracy, 0.59375
2017-12-15 20:13:18,338, DEBUG, exp id, 4, Step, 4400, Minibatch Loss, 1.11670, Training Accuracy, 0.56250
2017-12-15 20:13:19,023, DEBUG, exp id, 0, Step, 4400, Minibatch Loss, 1.12974, Training Accuracy, 0.53125
2017-12-15 20:13:31,539, DEBUG, exp id, 2, Step, 4400, Minibatch Loss, 1.09567, Training Accuracy, 0.56250
2017-12-15 20:13:31,751, DEBUG, exp id, 3, Step, 4400, Minibatch Loss, 1.18509, Training Accuracy, 0.45312
2017-12-15 20:13:35,923, DEBUG, exp id, 1, Step, 4400, Minibatch Loss, 1.25464, Training Accuracy, 0.46875
2017-12-15 20:13:54,824, DEBUG, exp id, 4, Step, 4600, Minibatch Loss, 1.00087, Training Accuracy, 0.68750
2017-12-15 20:13:55,125, DEBUG, exp id, 0, Step, 4600, Minibatch Loss, 1.18297, Training Accuracy, 0.56250
2017-12-15 20:14:07,625, DEBUG, exp id, 2, Step, 4600, Minibatch Loss, 0.84730, Training Accuracy, 0.65625
2017-12-15 20:14:08,140, DEBUG, exp id, 3, Step, 4600, Minibatch Loss, 0.94193, Training Accuracy, 0.60938
2017-12-15 20:14:14,024, DEBUG, exp id, 1, Step, 4600, Minibatch Loss, 1.14714, Training Accuracy, 0.59375
2017-12-15 20:14:31,040, DEBUG, exp id, 4, Step, 4800, Minibatch Loss, 1.03263, Training Accuracy, 0.65625
2017-12-15 20:14:32,241, DEBUG, exp id, 0, Step, 4800, Minibatch Loss, 1.51116, Training Accuracy, 0.40625
2017-12-15 20:14:44,647, DEBUG, exp id, 2, Step, 4800, Minibatch Loss, 0.92287, Training Accuracy, 0.59375
2017-12-15 20:14:45,445, DEBUG, exp id, 3, Step, 4800, Minibatch Loss, 1.03761, Training Accuracy, 0.60938
2017-12-15 20:14:53,260, DEBUG, exp id, 1, Step, 4800, Minibatch Loss, 1.33240, Training Accuracy, 0.48438
2017-12-15 20:15:07,845, DEBUG, exp id, 4, Step, 5000, Minibatch Loss, 0.89466, Training Accuracy, 0.68750
2017-12-15 20:15:08,720, DEBUG, exp id, 0, Step, 5000, Minibatch Loss, 1.13945, Training Accuracy, 0.65625
2017-12-15 20:15:21,421, DEBUG, exp id, 2, Step, 5000, Minibatch Loss, 1.09814, Training Accuracy, 0.65625
2017-12-15 20:15:21,431, DEBUG, exp id, 3, Step, 5000, Minibatch Loss, 1.10131, Training Accuracy, 0.60938
2017-12-15 20:15:31,645, DEBUG, exp id, 1, Step, 5000, Minibatch Loss, 1.02700, Training Accuracy, 0.62500
2017-12-15 20:15:44,417, DEBUG, exp id, 4, Step, 5200, Minibatch Loss, 0.84175, Training Accuracy, 0.78125
2017-12-15 20:15:45,732, DEBUG, exp id, 0, Step, 5200, Minibatch Loss, 1.18278, Training Accuracy, 0.46875
2017-12-15 20:15:57,049, DEBUG, exp id, 3, Step, 5200, Minibatch Loss, 0.94479, Training Accuracy, 0.62500
2017-12-15 20:15:58,241, DEBUG, exp id, 2, Step, 5200, Minibatch Loss, 0.94685, Training Accuracy, 0.62500
2017-12-15 20:16:09,541, DEBUG, exp id, 1, Step, 5200, Minibatch Loss, 1.13911, Training Accuracy, 0.51562
2017-12-15 20:16:21,120, DEBUG, exp id, 4, Step, 5400, Minibatch Loss, 0.94633, Training Accuracy, 0.62500
2017-12-15 20:16:22,548, DEBUG, exp id, 0, Step, 5400, Minibatch Loss, 1.35580, Training Accuracy, 0.46875
2017-12-15 20:16:33,141, DEBUG, exp id, 3, Step, 5400, Minibatch Loss, 1.11472, Training Accuracy, 0.54688
2017-12-15 20:16:35,019, DEBUG, exp id, 2, Step, 5400, Minibatch Loss, 0.97524, Training Accuracy, 0.53125
2017-12-15 20:16:46,931, DEBUG, exp id, 1, Step, 5400, Minibatch Loss, 1.12059, Training Accuracy, 0.53125
2017-12-15 20:16:57,339, DEBUG, exp id, 4, Step, 5600, Minibatch Loss, 0.89543, Training Accuracy, 0.68750
2017-12-15 20:16:59,328, DEBUG, exp id, 0, Step, 5600, Minibatch Loss, 1.20676, Training Accuracy, 0.50000
2017-12-15 20:17:10,116, DEBUG, exp id, 3, Step, 5600, Minibatch Loss, 1.04355, Training Accuracy, 0.59375
2017-12-15 20:17:11,247, DEBUG, exp id, 2, Step, 5600, Minibatch Loss, 0.91587, Training Accuracy, 0.68750
2017-12-15 20:17:24,325, DEBUG, exp id, 1, Step, 5600, Minibatch Loss, 1.35201, Training Accuracy, 0.50000
2017-12-15 20:17:34,142, DEBUG, exp id, 4, Step, 5800, Minibatch Loss, 1.01020, Training Accuracy, 0.56250
2017-12-15 20:17:35,137, DEBUG, exp id, 0, Step, 5800, Minibatch Loss, 1.07098, Training Accuracy, 0.59375
2017-12-15 20:17:46,441, DEBUG, exp id, 3, Step, 5800, Minibatch Loss, 0.87246, Training Accuracy, 0.64062
2017-12-15 20:17:48,947, DEBUG, exp id, 2, Step, 5800, Minibatch Loss, 0.95125, Training Accuracy, 0.65625
2017-12-15 20:18:02,316, DEBUG, exp id, 1, Step, 5800, Minibatch Loss, 1.16495, Training Accuracy, 0.51562
2017-12-15 20:18:11,316, DEBUG, exp id, 4, Step, 6000, Minibatch Loss, 0.67820, Training Accuracy, 0.75000
2017-12-15 20:18:12,150, DEBUG, exp id, 0, Step, 6000, Minibatch Loss, 0.92988, Training Accuracy, 0.68750
2017-12-15 20:18:22,117, DEBUG, exp id, 3, Step, 6000, Minibatch Loss, 0.90052, Training Accuracy, 0.73438
2017-12-15 20:18:26,623, DEBUG, exp id, 2, Step, 6000, Minibatch Loss, 0.89975, Training Accuracy, 0.68750
2017-12-15 20:18:39,519, DEBUG, exp id, 1, Step, 6000, Minibatch Loss, 1.05426, Training Accuracy, 0.53125
2017-12-15 20:18:48,334, DEBUG, exp id, 4, Step, 6200, Minibatch Loss, 0.84238, Training Accuracy, 0.71875
2017-12-15 20:18:49,216, DEBUG, exp id, 0, Step, 6200, Minibatch Loss, 0.93708, Training Accuracy, 0.65625
2017-12-15 20:18:57,124, DEBUG, exp id, 3, Step, 6200, Minibatch Loss, 0.84893, Training Accuracy, 0.65625
2017-12-15 20:19:03,032, DEBUG, exp id, 2, Step, 6200, Minibatch Loss, 0.87439, Training Accuracy, 0.71875
2017-12-15 20:19:16,954, DEBUG, exp id, 1, Step, 6200, Minibatch Loss, 1.31671, Training Accuracy, 0.48438
2017-12-15 20:19:25,640, DEBUG, exp id, 0, Step, 6400, Minibatch Loss, 0.97644, Training Accuracy, 0.53125
2017-12-15 20:19:26,236, DEBUG, exp id, 4, Step, 6400, Minibatch Loss, 0.94171, Training Accuracy, 0.65625
2017-12-15 20:19:33,050, DEBUG, exp id, 3, Step, 6400, Minibatch Loss, 1.12962, Training Accuracy, 0.62500
2017-12-15 20:19:39,533, DEBUG, exp id, 2, Step, 6400, Minibatch Loss, 0.84914, Training Accuracy, 0.68750
2017-12-15 20:19:54,641, DEBUG, exp id, 1, Step, 6400, Minibatch Loss, 1.13265, Training Accuracy, 0.64062
2017-12-15 20:20:01,423, DEBUG, exp id, 0, Step, 6600, Minibatch Loss, 1.21474, Training Accuracy, 0.46875
2017-12-15 20:20:03,741, DEBUG, exp id, 4, Step, 6600, Minibatch Loss, 0.82250, Training Accuracy, 0.68750
2017-12-15 20:20:08,720, DEBUG, exp id, 3, Step, 6600, Minibatch Loss, 0.97992, Training Accuracy, 0.60938
2017-12-15 20:20:15,735, DEBUG, exp id, 2, Step, 6600, Minibatch Loss, 0.89556, Training Accuracy, 0.62500
2017-12-15 20:20:32,232, DEBUG, exp id, 1, Step, 6600, Minibatch Loss, 1.06548, Training Accuracy, 0.60938
2017-12-15 20:20:37,543, DEBUG, exp id, 0, Step, 6800, Minibatch Loss, 0.89119, Training Accuracy, 0.75000
2017-12-15 20:20:40,140, DEBUG, exp id, 4, Step, 6800, Minibatch Loss, 0.67698, Training Accuracy, 0.71875
2017-12-15 20:20:44,228, DEBUG, exp id, 3, Step, 6800, Minibatch Loss, 0.80717, Training Accuracy, 0.76562
2017-12-15 20:20:51,636, DEBUG, exp id, 2, Step, 6800, Minibatch Loss, 1.07050, Training Accuracy, 0.50000
2017-12-15 20:21:11,522, DEBUG, exp id, 1, Step, 6800, Minibatch Loss, 1.10223, Training Accuracy, 0.56250
2017-12-15 20:21:13,538, DEBUG, exp id, 0, Step, 7000, Minibatch Loss, 1.12100, Training Accuracy, 0.50000
2017-12-15 20:21:17,621, DEBUG, exp id, 4, Step, 7000, Minibatch Loss, 0.90535, Training Accuracy, 0.56250
2017-12-15 20:21:19,951, DEBUG, exp id, 3, Step, 7000, Minibatch Loss, 0.94050, Training Accuracy, 0.65625
2017-12-15 20:21:27,845, DEBUG, exp id, 2, Step, 7000, Minibatch Loss, 0.87022, Training Accuracy, 0.59375
2017-12-15 20:21:49,452, DEBUG, exp id, 0, Step, 7200, Minibatch Loss, 1.24173, Training Accuracy, 0.50000
2017-12-15 20:21:49,940, DEBUG, exp id, 1, Step, 7000, Minibatch Loss, 1.06358, Training Accuracy, 0.62500
2017-12-15 20:21:55,519, DEBUG, exp id, 4, Step, 7200, Minibatch Loss, 0.95413, Training Accuracy, 0.62500
2017-12-15 20:21:55,727, DEBUG, exp id, 3, Step, 7200, Minibatch Loss, 1.02928, Training Accuracy, 0.67188
2017-12-15 20:22:04,434, DEBUG, exp id, 2, Step, 7200, Minibatch Loss, 1.10760, Training Accuracy, 0.59375
2017-12-15 20:22:26,047, DEBUG, exp id, 0, Step, 7400, Minibatch Loss, 1.06548, Training Accuracy, 0.56250
2017-12-15 20:22:27,649, DEBUG, exp id, 1, Step, 7200, Minibatch Loss, 0.97456, Training Accuracy, 0.64062
2017-12-15 20:22:31,727, DEBUG, exp id, 3, Step, 7400, Minibatch Loss, 1.18780, Training Accuracy, 0.56250
2017-12-15 20:22:32,041, DEBUG, exp id, 4, Step, 7400, Minibatch Loss, 0.80295, Training Accuracy, 0.75000
2017-12-15 20:22:40,639, DEBUG, exp id, 2, Step, 7400, Minibatch Loss, 0.95597, Training Accuracy, 0.50000
2017-12-15 20:23:02,727, DEBUG, exp id, 0, Step, 7600, Minibatch Loss, 0.82444, Training Accuracy, 0.68750
2017-12-15 20:23:04,817, DEBUG, exp id, 1, Step, 7400, Minibatch Loss, 1.03195, Training Accuracy, 0.62500
2017-12-15 20:23:07,840, DEBUG, exp id, 3, Step, 7600, Minibatch Loss, 0.88123, Training Accuracy, 0.71875
2017-12-15 20:23:09,251, DEBUG, exp id, 4, Step, 7600, Minibatch Loss, 0.70353, Training Accuracy, 0.78125
2017-12-15 20:23:17,928, DEBUG, exp id, 2, Step, 7600, Minibatch Loss, 0.94219, Training Accuracy, 0.71875
2017-12-15 20:23:39,947, DEBUG, exp id, 0, Step, 7800, Minibatch Loss, 1.18795, Training Accuracy, 0.50000
2017-12-15 20:23:42,642, DEBUG, exp id, 1, Step, 7600, Minibatch Loss, 0.97492, Training Accuracy, 0.57812
2017-12-15 20:23:44,031, DEBUG, exp id, 3, Step, 7800, Minibatch Loss, 0.82611, Training Accuracy, 0.68750
2017-12-15 20:23:46,022, DEBUG, exp id, 4, Step, 7800, Minibatch Loss, 0.81873, Training Accuracy, 0.65625
2017-12-15 20:23:54,517, DEBUG, exp id, 2, Step, 7800, Minibatch Loss, 0.99490, Training Accuracy, 0.68750
2017-12-15 20:24:16,155, DEBUG, exp id, 0, Step, 8000, Minibatch Loss, 1.08446, Training Accuracy, 0.56250
2017-12-15 20:24:20,017, DEBUG, exp id, 3, Step, 8000, Minibatch Loss, 1.21988, Training Accuracy, 0.56250
2017-12-15 20:24:20,148, DEBUG, exp id, 1, Step, 7800, Minibatch Loss, 1.00415, Training Accuracy, 0.57812
2017-12-15 20:24:23,353, DEBUG, exp id, 4, Step, 8000, Minibatch Loss, 0.68341, Training Accuracy, 0.75000
2017-12-15 20:24:30,850, DEBUG, exp id, 2, Step, 8000, Minibatch Loss, 0.97413, Training Accuracy, 0.65625
2017-12-15 20:24:54,041, DEBUG, exp id, 0, Step, 8200, Minibatch Loss, 1.14250, Training Accuracy, 0.50000
2017-12-15 20:24:56,240, DEBUG, exp id, 3, Step, 8200, Minibatch Loss, 0.97411, Training Accuracy, 0.68750
2017-12-15 20:24:57,639, DEBUG, exp id, 1, Step, 8000, Minibatch Loss, 1.05247, Training Accuracy, 0.56250
2017-12-15 20:25:00,255, DEBUG, exp id, 4, Step, 8200, Minibatch Loss, 0.93951, Training Accuracy, 0.71875
2017-12-15 20:25:07,621, DEBUG, exp id, 2, Step, 8200, Minibatch Loss, 0.61781, Training Accuracy, 0.87500
