2017-12-15 22:54:04,131, DEBUG, Start reading formatted input
2017-12-15 22:54:05,148, DEBUG, End reading formatted input
------------------------------------------------------------------------
2017-12-15 22:54:05,149, DEBUG, Start RNN training master
2017-12-15 22:54:06,681, DEBUG, exp id, 0, Start RNN worker
2017-12-15 22:54:06,709, DEBUG, exp id, 1, Start RNN worker
2017-12-15 22:54:06,745, DEBUG, exp id, 2, Start RNN worker
2017-12-15 22:54:06,777, DEBUG, exp id, 3, Start RNN worker
2017-12-15 22:54:06,928, DEBUG, exp id, 4, Start RNN worker
2017-12-15 22:54:07,032, DEBUG, exp id, 5, Start RNN worker
2017-12-15 22:54:07,150, DEBUG, exp id, 6, Start RNN worker
2017-12-15 22:54:07,340, DEBUG, exp id, 7, Start RNN worker
2017-12-15 22:54:07,540, DEBUG, exp id, 8, Start RNN worker
2017-12-15 22:54:07,742, DEBUG, exp id, 9, Start RNN worker
2017-12-15 22:55:39,941, DEBUG, exp id, 6, Step, 1, Minibatch Loss, 3.70231, Training Accuracy, 0.19531
2017-12-15 22:57:05,825, DEBUG, exp id, 5, Step, 200, Minibatch Loss, 0.88148, Training Accuracy, 0.67188
2017-12-15 22:57:08,031, DEBUG, exp id, 4, Step, 200, Minibatch Loss, 0.69274, Training Accuracy, 0.71875
2017-12-15 22:57:24,937, DEBUG, exp id, 1, Step, 200, Minibatch Loss, 0.92890, Training Accuracy, 0.67188
2017-12-15 22:57:25,326, DEBUG, exp id, 0, Step, 200, Minibatch Loss, 0.87599, Training Accuracy, 0.68750
2017-12-15 22:57:28,536, DEBUG, exp id, 8, Step, 200, Minibatch Loss, 0.56667, Training Accuracy, 0.78125
2017-12-15 22:57:28,639, DEBUG, exp id, 9, Step, 200, Minibatch Loss, 0.56306, Training Accuracy, 0.84375
2017-12-15 22:57:29,832, DEBUG, exp id, 3, Step, 200, Minibatch Loss, 0.91502, Training Accuracy, 0.65820
2017-12-15 22:57:33,538, DEBUG, exp id, 7, Step, 200, Minibatch Loss, 0.63099, Training Accuracy, 0.77930
2017-12-15 22:57:40,448, DEBUG, exp id, 6, Step, 300, Minibatch Loss, 0.72359, Training Accuracy, 0.75000
2017-12-15 22:57:44,930, DEBUG, exp id, 2, Step, 300, Minibatch Loss, 1.02593, Training Accuracy, 0.60547
2017-12-15 22:57:49,326, DEBUG, exp id, 5, Step, 300, Minibatch Loss, 0.74403, Training Accuracy, 0.75000
2017-12-15 22:57:51,629, DEBUG, exp id, 4, Step, 300, Minibatch Loss, 0.78562, Training Accuracy, 0.75000
2017-12-15 22:58:07,433, DEBUG, exp id, 1, Step, 300, Minibatch Loss, 0.77036, Training Accuracy, 0.74219
2017-12-15 22:58:08,843, DEBUG, exp id, 0, Step, 300, Minibatch Loss, 0.62370, Training Accuracy, 0.82812
2017-12-15 22:58:11,026, DEBUG, exp id, 9, Step, 300, Minibatch Loss, 0.52131, Training Accuracy, 0.82031
2017-12-15 22:58:11,429, DEBUG, exp id, 8, Step, 300, Minibatch Loss, 0.46495, Training Accuracy, 0.81250
2017-12-15 22:58:14,942, DEBUG, exp id, 3, Step, 300, Minibatch Loss, 0.92751, Training Accuracy, 0.64648
2017-12-15 22:58:18,729, DEBUG, exp id, 7, Step, 300, Minibatch Loss, 0.57729, Training Accuracy, 0.79883
2017-12-15 22:58:23,537, DEBUG, exp id, 6, Step, 400, Minibatch Loss, 0.66672, Training Accuracy, 0.74609
2017-12-15 22:58:27,840, DEBUG, exp id, 2, Step, 400, Minibatch Loss, 0.94785, Training Accuracy, 0.67188
2017-12-15 22:58:31,437, DEBUG, exp id, 5, Step, 400, Minibatch Loss, 0.67979, Training Accuracy, 0.77344
2017-12-15 22:58:33,429, DEBUG, exp id, 4, Step, 400, Minibatch Loss, 0.53696, Training Accuracy, 0.82812
2017-12-15 22:58:49,932, DEBUG, exp id, 1, Step, 400, Minibatch Loss, 0.74361, Training Accuracy, 0.69531
2017-12-15 22:58:52,726, DEBUG, exp id, 0, Step, 400, Minibatch Loss, 0.83541, Training Accuracy, 0.73438
2017-12-15 22:58:55,238, DEBUG, exp id, 9, Step, 400, Minibatch Loss, 0.59138, Training Accuracy, 0.83594
2017-12-15 22:58:55,639, DEBUG, exp id, 8, Step, 400, Minibatch Loss, 0.51152, Training Accuracy, 0.82812
2017-12-15 22:59:02,441, DEBUG, exp id, 3, Step, 400, Minibatch Loss, 0.84863, Training Accuracy, 0.67773
2017-12-15 22:59:05,935, DEBUG, exp id, 7, Step, 400, Minibatch Loss, 0.60228, Training Accuracy, 0.78516
2017-12-15 22:59:06,128, DEBUG, exp id, 6, Step, 500, Minibatch Loss, 0.66177, Training Accuracy, 0.77734
2017-12-15 22:59:10,140, DEBUG, exp id, 2, Step, 500, Minibatch Loss, 0.83063, Training Accuracy, 0.68359
2017-12-15 22:59:13,127, DEBUG, exp id, 5, Step, 500, Minibatch Loss, 0.64200, Training Accuracy, 0.74219
2017-12-15 22:59:14,943, DEBUG, exp id, 4, Step, 500, Minibatch Loss, 0.71736, Training Accuracy, 0.71875
2017-12-15 22:59:31,525, DEBUG, exp id, 1, Step, 500, Minibatch Loss, 0.68037, Training Accuracy, 0.80469
2017-12-15 22:59:36,239, DEBUG, exp id, 0, Step, 500, Minibatch Loss, 0.88965, Training Accuracy, 0.62500
2017-12-15 22:59:38,828, DEBUG, exp id, 8, Step, 500, Minibatch Loss, 0.47065, Training Accuracy, 0.84375
2017-12-15 22:59:39,225, DEBUG, exp id, 9, Step, 500, Minibatch Loss, 0.55504, Training Accuracy, 0.82812
2017-12-15 22:59:47,529, DEBUG, exp id, 6, Step, 600, Minibatch Loss, 0.71867, Training Accuracy, 0.76172
2017-12-15 22:59:49,125, DEBUG, exp id, 3, Step, 500, Minibatch Loss, 0.86319, Training Accuracy, 0.67188
2017-12-15 22:59:50,439, DEBUG, exp id, 7, Step, 500, Minibatch Loss, 0.47055, Training Accuracy, 0.83789
2017-12-15 22:59:52,331, DEBUG, exp id, 2, Step, 600, Minibatch Loss, 0.76456, Training Accuracy, 0.70703
2017-12-15 22:59:54,042, DEBUG, exp id, 5, Step, 600, Minibatch Loss, 0.58165, Training Accuracy, 0.81250
2017-12-15 22:59:55,928, DEBUG, exp id, 4, Step, 600, Minibatch Loss, 0.67551, Training Accuracy, 0.76562
2017-12-15 23:00:13,737, DEBUG, exp id, 1, Step, 600, Minibatch Loss, 0.83499, Training Accuracy, 0.71875
2017-12-15 23:00:19,834, DEBUG, exp id, 0, Step, 600, Minibatch Loss, 0.85662, Training Accuracy, 0.68750
2017-12-15 23:00:23,139, DEBUG, exp id, 8, Step, 600, Minibatch Loss, 0.46143, Training Accuracy, 0.81250
2017-12-15 23:00:24,027, DEBUG, exp id, 9, Step, 600, Minibatch Loss, 0.45362, Training Accuracy, 0.85156
2017-12-15 23:00:29,639, DEBUG, exp id, 6, Step, 700, Minibatch Loss, 0.66203, Training Accuracy, 0.76953
2017-12-15 23:00:35,725, DEBUG, exp id, 2, Step, 700, Minibatch Loss, 0.78790, Training Accuracy, 0.72656
2017-12-15 23:00:36,428, DEBUG, exp id, 5, Step, 700, Minibatch Loss, 0.64521, Training Accuracy, 0.82031
2017-12-15 23:00:36,527, DEBUG, exp id, 3, Step, 600, Minibatch Loss, 0.75431, Training Accuracy, 0.72461
2017-12-15 23:00:37,325, DEBUG, exp id, 7, Step, 600, Minibatch Loss, 0.39725, Training Accuracy, 0.87109
2017-12-15 23:00:38,239, DEBUG, exp id, 4, Step, 700, Minibatch Loss, 0.55200, Training Accuracy, 0.81250
2017-12-15 23:00:55,644, DEBUG, exp id, 1, Step, 700, Minibatch Loss, 0.77931, Training Accuracy, 0.69531
2017-12-15 23:01:02,137, DEBUG, exp id, 0, Step, 700, Minibatch Loss, 1.08252, Training Accuracy, 0.67188
2017-12-15 23:01:07,037, DEBUG, exp id, 9, Step, 700, Minibatch Loss, 0.37439, Training Accuracy, 0.89062
2017-12-15 23:01:07,128, DEBUG, exp id, 8, Step, 700, Minibatch Loss, 0.52305, Training Accuracy, 0.81250
2017-12-15 23:01:12,730, DEBUG, exp id, 6, Step, 800, Minibatch Loss, 0.52448, Training Accuracy, 0.83984
2017-12-15 23:01:18,334, DEBUG, exp id, 5, Step, 800, Minibatch Loss, 0.54338, Training Accuracy, 0.80469
2017-12-15 23:01:19,229, DEBUG, exp id, 2, Step, 800, Minibatch Loss, 0.59925, Training Accuracy, 0.81250
2017-12-15 23:01:21,327, DEBUG, exp id, 4, Step, 800, Minibatch Loss, 0.41819, Training Accuracy, 0.90625
2017-12-15 23:01:21,535, DEBUG, exp id, 3, Step, 700, Minibatch Loss, 0.77945, Training Accuracy, 0.70312
2017-12-15 23:01:23,042, DEBUG, exp id, 7, Step, 700, Minibatch Loss, 0.46724, Training Accuracy, 0.85156
2017-12-15 23:01:38,126, DEBUG, exp id, 1, Step, 800, Minibatch Loss, 0.77361, Training Accuracy, 0.71875
2017-12-15 23:01:45,645, DEBUG, exp id, 0, Step, 800, Minibatch Loss, 0.59915, Training Accuracy, 0.79688
2017-12-15 23:01:51,727, DEBUG, exp id, 9, Step, 800, Minibatch Loss, 0.45336, Training Accuracy, 0.86719
2017-12-15 23:01:52,725, DEBUG, exp id, 8, Step, 800, Minibatch Loss, 0.44838, Training Accuracy, 0.85938
2017-12-15 23:01:55,336, DEBUG, exp id, 6, Step, 900, Minibatch Loss, 0.52720, Training Accuracy, 0.83203
2017-12-15 23:02:00,930, DEBUG, exp id, 5, Step, 900, Minibatch Loss, 0.54244, Training Accuracy, 0.82031
2017-12-15 23:02:01,839, DEBUG, exp id, 2, Step, 900, Minibatch Loss, 0.72587, Training Accuracy, 0.76172
2017-12-15 23:02:02,839, DEBUG, exp id, 4, Step, 900, Minibatch Loss, 0.47257, Training Accuracy, 0.87500
2017-12-15 23:02:07,640, DEBUG, exp id, 3, Step, 800, Minibatch Loss, 0.70941, Training Accuracy, 0.74414
2017-12-15 23:02:10,140, DEBUG, exp id, 7, Step, 800, Minibatch Loss, 0.42272, Training Accuracy, 0.88086
2017-12-15 23:02:21,826, DEBUG, exp id, 1, Step, 900, Minibatch Loss, 0.86290, Training Accuracy, 0.69531
2017-12-15 23:02:29,628, DEBUG, exp id, 0, Step, 900, Minibatch Loss, 0.67175, Training Accuracy, 0.75000
2017-12-15 23:02:35,825, DEBUG, exp id, 9, Step, 900, Minibatch Loss, 0.48362, Training Accuracy, 0.84375
2017-12-15 23:02:36,526, DEBUG, exp id, 8, Step, 900, Minibatch Loss, 0.54007, Training Accuracy, 0.82812
2017-12-15 23:02:37,231, DEBUG, exp id, 6, Step, 1000, Minibatch Loss, 0.52366, Training Accuracy, 0.85547
2017-12-15 23:02:42,226, DEBUG, exp id, 5, Step, 1000, Minibatch Loss, 0.53344, Training Accuracy, 0.81250
2017-12-15 23:02:44,326, DEBUG, exp id, 2, Step, 1000, Minibatch Loss, 0.76349, Training Accuracy, 0.71094
2017-12-15 23:02:44,625, DEBUG, exp id, 4, Step, 1000, Minibatch Loss, 0.67929, Training Accuracy, 0.71875
2017-12-15 23:02:52,531, DEBUG, exp id, 3, Step, 900, Minibatch Loss, 0.73069, Training Accuracy, 0.75586
2017-12-15 23:02:54,834, DEBUG, exp id, 7, Step, 900, Minibatch Loss, 0.44369, Training Accuracy, 0.84375
2017-12-15 23:03:03,828, DEBUG, exp id, 1, Step, 1000, Minibatch Loss, 0.73185, Training Accuracy, 0.74219
2017-12-15 23:03:11,645, DEBUG, exp id, 0, Step, 1000, Minibatch Loss, 0.59528, Training Accuracy, 0.89062
2017-12-15 23:03:19,527, DEBUG, exp id, 6, Step, 1100, Minibatch Loss, 0.52308, Training Accuracy, 0.83594
2017-12-15 23:03:19,530, DEBUG, exp id, 9, Step, 1000, Minibatch Loss, 0.40417, Training Accuracy, 0.85156
2017-12-15 23:03:19,532, DEBUG, exp id, 8, Step, 1000, Minibatch Loss, 0.53446, Training Accuracy, 0.85938
2017-12-15 23:03:24,530, DEBUG, exp id, 5, Step, 1100, Minibatch Loss, 0.51594, Training Accuracy, 0.86719
2017-12-15 23:03:25,426, DEBUG, exp id, 2, Step, 1100, Minibatch Loss, 0.70346, Training Accuracy, 0.72266
2017-12-15 23:03:25,526, DEBUG, exp id, 4, Step, 1100, Minibatch Loss, 0.44394, Training Accuracy, 0.84375
2017-12-15 23:03:40,630, DEBUG, exp id, 3, Step, 1000, Minibatch Loss, 0.69655, Training Accuracy, 0.75781
2017-12-15 23:03:42,628, DEBUG, exp id, 7, Step, 1000, Minibatch Loss, 0.34170, Training Accuracy, 0.90234
2017-12-15 23:03:46,626, DEBUG, exp id, 1, Step, 1100, Minibatch Loss, 0.54149, Training Accuracy, 0.80469
2017-12-15 23:03:57,737, DEBUG, exp id, 0, Step, 1100, Minibatch Loss, 0.68795, Training Accuracy, 0.73438
2017-12-15 23:04:02,026, DEBUG, exp id, 6, Step, 1200, Minibatch Loss, 0.53155, Training Accuracy, 0.82812
2017-12-15 23:04:04,625, DEBUG, exp id, 9, Step, 1100, Minibatch Loss, 0.37671, Training Accuracy, 0.92188
2017-12-15 23:04:06,441, DEBUG, exp id, 8, Step, 1100, Minibatch Loss, 0.40177, Training Accuracy, 0.92188
2017-12-15 23:04:07,044, DEBUG, exp id, 4, Step, 1200, Minibatch Loss, 0.56376, Training Accuracy, 0.81250
2017-12-15 23:04:07,437, DEBUG, exp id, 5, Step, 1200, Minibatch Loss, 0.50341, Training Accuracy, 0.84375
2017-12-15 23:04:07,826, DEBUG, exp id, 2, Step, 1200, Minibatch Loss, 0.70179, Training Accuracy, 0.77344
2017-12-15 23:04:27,029, DEBUG, exp id, 3, Step, 1100, Minibatch Loss, 0.62876, Training Accuracy, 0.78125
2017-12-15 23:04:27,741, DEBUG, exp id, 7, Step, 1100, Minibatch Loss, 0.38375, Training Accuracy, 0.88867
2017-12-15 23:04:29,729, DEBUG, exp id, 1, Step, 1200, Minibatch Loss, 0.55985, Training Accuracy, 0.82812
2017-12-15 23:04:40,133, DEBUG, exp id, 0, Step, 1200, Minibatch Loss, 0.58712, Training Accuracy, 0.71875
2017-12-15 23:04:45,725, DEBUG, exp id, 6, Step, 1300, Minibatch Loss, 0.46256, Training Accuracy, 0.83203
2017-12-15 23:04:47,128, DEBUG, exp id, 9, Step, 1200, Minibatch Loss, 0.27446, Training Accuracy, 0.94531
2017-12-15 23:04:47,330, DEBUG, exp id, 4, Step, 1300, Minibatch Loss, 0.43496, Training Accuracy, 0.85938
2017-12-15 23:04:48,334, DEBUG, exp id, 5, Step, 1300, Minibatch Loss, 0.53816, Training Accuracy, 0.84375
2017-12-15 23:04:49,733, DEBUG, exp id, 8, Step, 1200, Minibatch Loss, 0.40511, Training Accuracy, 0.90625
2017-12-15 23:04:50,226, DEBUG, exp id, 2, Step, 1300, Minibatch Loss, 0.62565, Training Accuracy, 0.76172
2017-12-15 23:05:11,631, DEBUG, exp id, 1, Step, 1300, Minibatch Loss, 0.58206, Training Accuracy, 0.79688
2017-12-15 23:05:14,826, DEBUG, exp id, 3, Step, 1200, Minibatch Loss, 0.66857, Training Accuracy, 0.73438
2017-12-15 23:05:14,932, DEBUG, exp id, 7, Step, 1200, Minibatch Loss, 0.37703, Training Accuracy, 0.86328
2017-12-15 23:05:25,126, DEBUG, exp id, 0, Step, 1300, Minibatch Loss, 0.56949, Training Accuracy, 0.78125
2017-12-15 23:05:28,628, DEBUG, exp id, 4, Step, 1400, Minibatch Loss, 0.41470, Training Accuracy, 0.87500
2017-12-15 23:05:28,928, DEBUG, exp id, 6, Step, 1400, Minibatch Loss, 0.48691, Training Accuracy, 0.83984
2017-12-15 23:05:31,925, DEBUG, exp id, 5, Step, 1400, Minibatch Loss, 0.48801, Training Accuracy, 0.82812
2017-12-15 23:05:32,938, DEBUG, exp id, 9, Step, 1300, Minibatch Loss, 0.41012, Training Accuracy, 0.86719
2017-12-15 23:05:33,925, DEBUG, exp id, 2, Step, 1400, Minibatch Loss, 0.59686, Training Accuracy, 0.78906
2017-12-15 23:05:35,130, DEBUG, exp id, 8, Step, 1300, Minibatch Loss, 0.44415, Training Accuracy, 0.84375
2017-12-15 23:05:53,430, DEBUG, exp id, 1, Step, 1400, Minibatch Loss, 0.53624, Training Accuracy, 0.82031
2017-12-15 23:05:58,925, DEBUG, exp id, 3, Step, 1300, Minibatch Loss, 0.62981, Training Accuracy, 0.77734
2017-12-15 23:05:59,830, DEBUG, exp id, 7, Step, 1300, Minibatch Loss, 0.32973, Training Accuracy, 0.89453
2017-12-15 23:06:07,728, DEBUG, exp id, 0, Step, 1400, Minibatch Loss, 0.53713, Training Accuracy, 0.82812
2017-12-15 23:06:09,037, DEBUG, exp id, 4, Step, 1500, Minibatch Loss, 0.32924, Training Accuracy, 0.87500
2017-12-15 23:06:10,226, DEBUG, exp id, 6, Step, 1500, Minibatch Loss, 0.51785, Training Accuracy, 0.80859
2017-12-15 23:06:12,527, DEBUG, exp id, 5, Step, 1500, Minibatch Loss, 0.44583, Training Accuracy, 0.87500
2017-12-15 23:06:15,631, DEBUG, exp id, 2, Step, 1500, Minibatch Loss, 0.63264, Training Accuracy, 0.77344
2017-12-15 23:06:15,742, DEBUG, exp id, 9, Step, 1400, Minibatch Loss, 0.42432, Training Accuracy, 0.89062
2017-12-15 23:06:17,526, DEBUG, exp id, 8, Step, 1400, Minibatch Loss, 0.36260, Training Accuracy, 0.95312
2017-12-15 23:06:35,639, DEBUG, exp id, 1, Step, 1500, Minibatch Loss, 0.57267, Training Accuracy, 0.79688
2017-12-15 23:06:46,927, DEBUG, exp id, 3, Step, 1400, Minibatch Loss, 0.63149, Training Accuracy, 0.76758
2017-12-15 23:06:47,732, DEBUG, exp id, 7, Step, 1400, Minibatch Loss, 0.39250, Training Accuracy, 0.85938
2017-12-15 23:06:52,025, DEBUG, exp id, 4, Step, 1600, Minibatch Loss, 0.49631, Training Accuracy, 0.79688
2017-12-15 23:06:52,938, DEBUG, exp id, 0, Step, 1500, Minibatch Loss, 0.47944, Training Accuracy, 0.85938
2017-12-15 23:06:53,028, DEBUG, exp id, 6, Step, 1600, Minibatch Loss, 0.41502, Training Accuracy, 0.87109
2017-12-15 23:06:55,133, DEBUG, exp id, 5, Step, 1600, Minibatch Loss, 0.48673, Training Accuracy, 0.82031
2017-12-15 23:06:58,225, DEBUG, exp id, 2, Step, 1600, Minibatch Loss, 0.61511, Training Accuracy, 0.78125
2017-12-15 23:07:01,042, DEBUG, exp id, 8, Step, 1500, Minibatch Loss, 0.40810, Training Accuracy, 0.87500
2017-12-15 23:07:01,830, DEBUG, exp id, 9, Step, 1500, Minibatch Loss, 0.36253, Training Accuracy, 0.92188
2017-12-15 23:07:18,029, DEBUG, exp id, 1, Step, 1600, Minibatch Loss, 0.53858, Training Accuracy, 0.78906
2017-12-15 23:07:32,530, DEBUG, exp id, 4, Step, 1700, Minibatch Loss, 0.41790, Training Accuracy, 0.89062
2017-12-15 23:07:33,241, DEBUG, exp id, 3, Step, 1500, Minibatch Loss, 0.68401, Training Accuracy, 0.75977
2017-12-15 23:07:34,125, DEBUG, exp id, 7, Step, 1500, Minibatch Loss, 0.32892, Training Accuracy, 0.89062
2017-12-15 23:07:35,330, DEBUG, exp id, 6, Step, 1700, Minibatch Loss, 0.42458, Training Accuracy, 0.85156
2017-12-15 23:07:36,540, DEBUG, exp id, 5, Step, 1700, Minibatch Loss, 0.36160, Training Accuracy, 0.91406
2017-12-15 23:07:36,949, DEBUG, exp id, 0, Step, 1600, Minibatch Loss, 0.50627, Training Accuracy, 0.92188
2017-12-15 23:07:40,525, DEBUG, exp id, 2, Step, 1700, Minibatch Loss, 0.60535, Training Accuracy, 0.78125
2017-12-15 23:07:44,732, DEBUG, exp id, 8, Step, 1600, Minibatch Loss, 0.35418, Training Accuracy, 0.93750
2017-12-15 23:07:45,335, DEBUG, exp id, 9, Step, 1600, Minibatch Loss, 0.36531, Training Accuracy, 0.88281
2017-12-15 23:08:00,533, DEBUG, exp id, 1, Step, 1700, Minibatch Loss, 0.47851, Training Accuracy, 0.82031
2017-12-15 23:08:13,444, DEBUG, exp id, 4, Step, 1800, Minibatch Loss, 0.38659, Training Accuracy, 0.89062
2017-12-15 23:08:18,042, DEBUG, exp id, 6, Step, 1800, Minibatch Loss, 0.39985, Training Accuracy, 0.86719
2017-12-15 23:08:18,926, DEBUG, exp id, 5, Step, 1800, Minibatch Loss, 0.45772, Training Accuracy, 0.81250
2017-12-15 23:08:19,526, DEBUG, exp id, 0, Step, 1700, Minibatch Loss, 0.59542, Training Accuracy, 0.81250
2017-12-15 23:08:19,742, DEBUG, exp id, 3, Step, 1600, Minibatch Loss, 0.63281, Training Accuracy, 0.76367
2017-12-15 23:08:21,041, DEBUG, exp id, 7, Step, 1600, Minibatch Loss, 0.30353, Training Accuracy, 0.89844
2017-12-15 23:08:24,126, DEBUG, exp id, 2, Step, 1800, Minibatch Loss, 0.61742, Training Accuracy, 0.81641
2017-12-15 23:08:29,428, DEBUG, exp id, 8, Step, 1700, Minibatch Loss, 0.31821, Training Accuracy, 0.89062
2017-12-15 23:08:31,226, DEBUG, exp id, 9, Step, 1700, Minibatch Loss, 0.36637, Training Accuracy, 0.87500
2017-12-15 23:08:42,631, DEBUG, exp id, 1, Step, 1800, Minibatch Loss, 0.57682, Training Accuracy, 0.74219
2017-12-15 23:08:54,226, DEBUG, exp id, 4, Step, 1900, Minibatch Loss, 0.35593, Training Accuracy, 0.84375
2017-12-15 23:09:00,037, DEBUG, exp id, 6, Step, 1900, Minibatch Loss, 0.46935, Training Accuracy, 0.83594
2017-12-15 23:09:00,627, DEBUG, exp id, 5, Step, 1900, Minibatch Loss, 0.48493, Training Accuracy, 0.85156
2017-12-15 23:09:03,344, DEBUG, exp id, 0, Step, 1800, Minibatch Loss, 0.40610, Training Accuracy, 0.85938
2017-12-15 23:09:05,540, DEBUG, exp id, 3, Step, 1700, Minibatch Loss, 0.62932, Training Accuracy, 0.77344
2017-12-15 23:09:06,231, DEBUG, exp id, 7, Step, 1700, Minibatch Loss, 0.34461, Training Accuracy, 0.88672
2017-12-15 23:09:06,427, DEBUG, exp id, 2, Step, 1900, Minibatch Loss, 0.55157, Training Accuracy, 0.80859
2017-12-15 23:09:11,330, DEBUG, exp id, 8, Step, 1800, Minibatch Loss, 0.34843, Training Accuracy, 0.87500
2017-12-15 23:09:15,027, DEBUG, exp id, 9, Step, 1800, Minibatch Loss, 0.34788, Training Accuracy, 0.89062
2017-12-15 23:09:24,228, DEBUG, exp id, 1, Step, 1900, Minibatch Loss, 0.62286, Training Accuracy, 0.77344
2017-12-15 23:09:36,234, DEBUG, exp id, 4, Step, 2000, Minibatch Loss, 0.36824, Training Accuracy, 0.89062
2017-12-15 23:09:43,028, DEBUG, exp id, 5, Step, 2000, Minibatch Loss, 0.55819, Training Accuracy, 0.81250
2017-12-15 23:09:43,242, DEBUG, exp id, 6, Step, 2000, Minibatch Loss, 0.36941, Training Accuracy, 0.88281
2017-12-15 23:09:47,242, DEBUG, exp id, 0, Step, 1900, Minibatch Loss, 0.57098, Training Accuracy, 0.82812
2017-12-15 23:09:48,826, DEBUG, exp id, 2, Step, 2000, Minibatch Loss, 0.60878, Training Accuracy, 0.79297
2017-12-15 23:09:52,941, DEBUG, exp id, 3, Step, 1800, Minibatch Loss, 0.65975, Training Accuracy, 0.76172
2017-12-15 23:09:53,037, DEBUG, exp id, 7, Step, 1800, Minibatch Loss, 0.24294, Training Accuracy, 0.93750
2017-12-15 23:09:56,627, DEBUG, exp id, 8, Step, 1900, Minibatch Loss, 0.33176, Training Accuracy, 0.95312
2017-12-15 23:09:59,725, DEBUG, exp id, 9, Step, 1900, Minibatch Loss, 0.31093, Training Accuracy, 0.92188
2017-12-15 23:10:06,825, DEBUG, exp id, 1, Step, 2000, Minibatch Loss, 0.54174, Training Accuracy, 0.81250
2017-12-15 23:10:17,325, DEBUG, exp id, 4, Step, 2100, Minibatch Loss, 0.36304, Training Accuracy, 0.92188
